theta/2theta,Intensity
26.25,688.3571167
26.26000023,619.762085
26.27000046,535.5368042
26.28000069,531.1710815
26.29000092,624.2579346
26.29999924,599.8620605
26.30999947,666.7904053
26.31999969,642.5109863
26.32999992,678.3936157
26.34000015,564.9158936
26.35000038,589.2955322
26.36000061,546.7902222
26.37000084,511.7277222
26.37999916,602.6414185
26.38999939,565.8153076
26.39999962,527.1471558
26.40999985,565.9954834
26.42000008,606.9329834
26.43000031,624.2663574
26.44000053,632.8054199
26.45000076,589.5299683
26.45999908,605.3734741
26.46999931,631.999939
26.47999954,626.9851685
26.48999977,636.1864624
26.5,619.3900146
26.51000023,557.6113892
26.52000046,523.0953979
26.53000069,607.987793
26.54000092,615.8972168
26.54999924,554.2047119
26.55999947,634.9508667
26.56999969,665.7546387
26.57999992,538.0858765
26.59000015,646.7178955
26.60000038,548.1463623
26.61000061,525.6351929
26.62000084,605.9429321
26.62999916,600.8148193
26.63999939,504.7488098
26.64999962,522.1850586
26.65999985,602.6115112
26.67000008,551.3520508
26.68000031,464.2868652
26.69000053,534.7392578
26.70000076,570.2810669
26.70999908,569.4031982
26.71999931,588.0423584
26.72999954,580.9193726
26.73999977,505.1389771
26.75,500.2106934
26.76000023,611.9646606
26.77000046,585.8937988
26.78000069,638.458313
26.79000092,660.2817993
26.79999924,553.1615601
26.80999947,553.7945557
26.81999969,611.0221558
26.82999992,602.4381714
26.84000015,610.2148438
26.85000038,540.6311646
26.86000061,631.5302124
26.87000084,642.0484009
26.87999916,579.166687
26.88999939,570.0107422
26.89999962,511.6821594
26.90999985,640.7709351
26.92000008,628.4616699
26.93000031,600.1992798
26.94000053,696.2111816
26.95000076,585.2472534
26.95999908,535.9345093
26.96999931,587.0549927
26.97999954,515.3551025
26.98999977,575.9020996
27,550.2674561
27.01000023,581.7134399
27.02000046,499.6878967
27.03000069,608.1265869
27.04000092,523.4671631
27.04999924,507.9550781
27.05999947,512.3786621
27.06999969,598.0431519
27.07999992,618.6533813
27.09000015,602.2837524
27.10000038,661.9986572
27.11000061,567.7119141
27.12000084,578.8232422
27.12999916,574.3230591
27.13999939,563.6651611
27.14999962,534.4231567
27.15999985,596.8040161
27.17000008,600.3685913
27.18000031,510.4390259
27.19000053,586.5740356
27.20000076,571.6595459
27.20999908,532.7511597
27.21999931,579.7541504
27.22999954,592.1202393
27.23999977,650.1935425
27.25,594.7180176
27.26000023,583.8221436
27.27000046,648.3867188
27.28000069,620.2495728
27.29000092,556.7324829
27.29999924,653.2539063
27.30999947,572.0119629
27.31999969,525.9761353
27.32999992,542.6229248
27.34000015,560.2060547
27.35000038,588.6881104
27.36000061,540.6381226
27.37000084,591.6688843
27.37999916,518.8087769
27.38999939,561.8904419
27.39999962,627.5324707
27.40999985,595.2354126
27.42000008,585.8596802
27.43000031,632.9552612
27.44000053,541.3722534
27.45000076,624.461731
27.45999908,613.0233765
27.46999931,621.7797852
27.47999954,547.9720459
27.48999977,595.213623
27.5,476.5457764
27.51000023,516.9658813
27.52000046,525.8678589
27.53000069,552.2346802
27.54000092,617.3401489
27.54999924,634.6459351
27.55999947,546.3323975
27.56999969,562.260437
27.57999992,552.7887573
27.59000015,506.4736023
27.60000038,590.40802
27.61000061,542.6658325
27.62000084,583.1434326
27.62999916,575.8098145
27.63999939,612.1599731
27.64999962,594.6326904
27.65999985,534.9849243
27.67000008,624.5794067
27.68000031,599.0881348
27.69000053,542.1480103
27.70000076,574.0064697
27.70999908,500.6529846
27.71999931,555.1171265
27.72999954,641.46521
27.73999977,621.0452881
27.75,645.1351929
27.76000023,550.3300171
27.77000046,603.8604126
27.78000069,541.5585327
27.79000092,512.7095947
27.79999924,595.7781982
27.80999947,554.1568604
27.81999969,479.2463074
27.82999992,620.5139771
27.84000015,533.6349487
27.85000038,649.4588013
27.86000061,616.8610229
27.87000084,583.5674438
27.87999916,570.9360352
27.88999939,525.4312134
27.89999962,537.3674927
27.90999985,619.8505859
27.92000008,505.6816711
27.93000031,541.1350098
27.94000053,492.4351807
27.95000076,557.229187
27.95999908,562.4260254
27.96999931,603.3771973
27.97999954,669.4906616
27.98999977,540.3442383
28,553.7912598
28.01000023,546.0309448
28.02000046,606.7765503
28.03000069,644.8545532
28.04000092,564.7744751
28.04999924,534.1641846
28.05999947,525.2473145
28.06999969,472.5054626
28.07999992,632.15625
28.09000015,512.6287842
28.10000038,532.472168
28.11000061,525.2969971
28.12000084,633.3564453
28.12999916,625.4752808
28.13999939,588.9705811
28.14999962,531.5238037
28.15999985,636.9865723
28.17000008,522.0158081
28.18000031,564.4674072
28.19000053,522.9039917
28.20000076,564.5413818
28.20999908,463.4859009
28.21999931,557.4214478
28.22999954,602.0855713
28.23999977,552.7700195
28.25,573.6917114
28.26000023,618.380188
28.27000046,565.6917114
28.28000069,554.6325684
28.29000092,589.5253906
28.29999924,552.428833
28.30999947,589.1881714
28.31999969,619.0635986
28.32999992,636.4688721
28.34000015,508.6708984
28.35000038,546.7873535
28.36000061,518.8482056
28.37000084,540.0007324
28.37999916,619.3474731
28.38999939,648.2744141
28.39999962,646.1259155
28.40999985,634.2258911
28.42000008,602.4199829
28.43000031,557.5487671
28.44000053,554.166687
28.45000076,561.8651733
28.45999908,570.1885986
28.46999931,590.0299683
28.47999954,583.9979248
28.48999977,548.8687744
28.5,538.1844482
28.51000023,548.958374
28.52000046,534.7420044
28.53000069,548.5714111
28.54000092,504.3453064
28.54999924,511.3987732
28.55999947,527.6784668
28.56999969,559.4838867
28.57999992,562.5
28.59000015,600.2971802
28.60000038,528.6716309
28.61000061,539.682251
28.62000084,632.0222778
28.62999916,596.5484619
28.63999939,610.4411011
28.64999962,582.5006714
28.65999985,552.9520264
28.67000008,606.0996704
28.68000031,590.0899658
28.69000053,587.5
28.70000076,621.0256958
28.70999908,558.0380859
28.71999931,646.5935669
28.72999954,654.6231689
28.73999977,491.1377563
28.75,559.6389771
28.76000023,459.9753418
28.77000046,545.4713745
28.78000069,576.7600098
28.79000092,590.2077637
28.79999924,584.3158569
28.80999947,616.3671875
28.81999969,584.178772
28.82999992,553.5432129
28.84000015,601.1773071
28.85000038,626.5861206
28.86000061,629.166687
28.87000084,578.197998
28.87999916,650.817627
28.88999939,564.4716187
28.89999962,604.3856812
28.90999985,594.3963013
28.92000008,584.4351196
28.93000031,514.7279663
28.94000053,558.2542725
28.95000076,599.0745239
28.95999908,561.0158081
28.96999931,518.2573242
28.97999954,573.4614258
28.98999977,629.8862915
29,612.4677734
29.01000023,558.338501
29.02000046,535.7356567
29.03000069,561.8223267
29.04000092,577.335144
29.04999924,596.9226074
29.05999947,532.6218872
29.06999969,538.5395508
29.07999992,637.1462402
29.09000015,590.6030273
29.10000038,508.639801
29.11000061,559.2180786
29.12000084,535.6692505
29.12999916,588.861084
29.13999939,578.9611816
29.14999962,641.5285034
29.15999985,556.263855
29.17000008,568.9240723
29.18000031,571.5134277
29.19000053,619.5760498
29.20000076,535.2969971
29.20999908,547.9118042
29.21999931,516.0327759
29.22999954,587.9534912
29.23999977,604.166687
29.25,573.1004028
29.26000023,597.6882324
29.27000046,576.6317139
29.28000069,570.833313
29.29000092,636.039978
29.29999924,571.1799316
29.30999947,571.2766113
29.31999969,523.7446899
29.32999992,584.1530762
29.34000015,623.8495483
29.35000038,605.3518677
29.36000061,620.3828735
29.37000084,625
29.37999916,591.1279907
29.38999939,579.9511108
29.39999962,589.2984619
29.40999985,503.9870605
29.42000008,567.5164185
29.43000031,567.3258667
29.44000053,491.9949646
29.45000076,592.3344116
29.45999908,647.612854
29.46999931,600.6871338
29.47999954,644.2375488
29.48999977,638.3381348
29.5,646.6435547
29.51000023,646.6774292
29.52000046,612.6571045
29.53000069,637.2931519
29.54000092,556.526001
29.54999924,563.0576782
29.55999947,570.833313
29.56999969,560.9550171
29.57999992,591.2113037
29.59000015,639.3939209
29.60000038,561.4979248
29.61000061,563.6830444
29.62000084,564.2974854
29.62999916,546.1853027
29.63999939,554.6985474
29.64999962,564.8393555
29.65999985,618.6351318
29.67000008,513.340271
29.68000031,553.6426392
29.69000053,597.6317749
29.70000076,536.3756714
29.70999908,487.6581421
29.71999931,543.5306396
29.72999954,517.5148315
29.73999977,593.9978027
29.75,566.3775024
29.76000023,601.1729736
29.77000046,555.9932251
29.78000069,524.746521
29.79000092,559.0340576
29.79999924,583.5470581
29.80999947,609.7141724
29.81999969,578.6448975
29.82999992,563.5031738
29.84000015,578.2926636
29.85000038,507.6478271
29.86000061,562.0480957
29.87000084,587.5
29.87999916,477.6474304
29.88999939,560.7462158
29.89999962,571.8416748
29.90999985,606.2321777
29.92000008,570.9332886
29.93000031,519.9151001
29.94000053,530.0949707
29.95000076,553.019165
29.95999908,545.9378662
29.96999931,634.4833374
29.97999954,688.2890625
29.98999977,563.2238159
30,605.9567261
30.01000023,594.4640503
30.02000046,557.6835327
30.03000069,608.2169189
30.04000092,604.6940918
30.04999924,589.7251587
30.05999947,593.5982666
30.06999969,620.1865234
30.07999992,613.9707642
30.09000015,544.6150513
30.10000038,508.7164001
30.11000061,537.4334717
30.12000084,622.4627686
30.12999916,595.7424927
30.13999939,538.8880005
30.14999962,549.0348511
30.15999985,555.3339233
30.17000008,566.1442871
30.18000031,567.8438721
30.19000053,578.6044922
30.20000076,619.0871582
30.20999908,615.4862671
30.21999931,519.2473145
30.22999954,590.0574341
30.23999977,618.5354004
30.25,526.8163452
30.26000023,491.6666565
30.27000046,532.8918457
30.28000069,558.8190308
30.29000092,565.4346924
30.29999924,531.5098877
30.30999947,589.7855225
30.31999969,647.1113281
30.32999992,500.9339905
30.34000015,520.6281128
30.35000038,619.3352051
30.36000061,660.3327026
30.37000084,611.6636353
30.37999916,538.3713379
30.38999939,568.5956421
30.39999962,568.6268921
30.40999985,564.083313
30.42000008,581.0167236
30.43000031,584.6349487
30.44000053,611.93396
30.45000076,576.463562
30.45999908,559.8668823
30.46999931,582.4158936
30.47999954,526.3432007
30.48999977,541.196106
30.5,607.7831421
30.51000023,561.3613892
30.52000046,548.9083862
30.53000069,541.4417725
30.54000092,558.6259155
30.54999924,568.0280151
30.55999947,521.8613892
30.56999969,555.9070435
30.57999992,555.4296265
30.59000015,591.803772
30.60000038,605.5449829
30.61000061,575.0210571
30.62000084,518.1726685
30.62999916,523.4881592
30.63999939,581.6680298
30.64999962,664.788147
30.65999985,607.815979
30.67000008,546.0266113
30.68000031,586.8305054
30.69000053,598.8219604
30.70000076,616.2423096
30.70999908,561.0255127
30.71999931,535.8826904
30.72999954,555.2451172
30.73999977,608.5820313
30.75,657.6848755
30.76000023,589.8109741
30.77000046,588.9655762
30.78000069,582.9013672
30.79000092,580.0957031
30.79999924,571.4150391
30.80999947,546.4449463
30.81999969,564.2086182
30.82999992,595.1619873
30.84000015,612.149353
30.85000038,598.0751953
30.86000061,611.3584595
30.87000084,566.7889404
30.87999916,554.4611206
30.88999939,574.574646
30.89999962,523.9154053
30.90999985,496.9187317
30.92000008,583.8735962
30.93000031,567.9316406
30.94000053,583.9994507
30.95000076,606.2422485
30.95999908,594.7977295
30.96999931,576.0898438
30.97999954,613.3074951
30.98999977,569.2538452
31,532.7435913
31.01000023,534.9237671
31.02000046,564.1880493
31.03000069,598.7307739
31.04000092,590.404541
31.04999924,548.491394
31.05999947,557.230896
31.06999969,552.083252
31.07999992,565.4545898
31.09000015,555.4335938
31.10000038,570.4076538
31.11000061,573.9820557
31.12000084,552.4144287
31.12999916,513.1200562
31.13999939,549.4293213
31.14999962,605.0450439
31.15999985,554.1304321
31.17000008,594.8833618
31.18000031,587.7130127
31.19000053,568.211792
31.20000076,615.5929565
31.20999908,597.8756104
31.21999931,523.8740845
31.22999954,568.1298218
31.23999977,591.2944946
31.25,548.7241211
31.26000023,521.0753784
31.27000046,563.8788452
31.28000069,585.3502808
31.29000092,594.493103
31.29999924,610.7650146
31.30999947,610.0733643
31.31999969,625.2850952
31.32999992,608.4996948
31.34000015,611.6170654
31.35000038,544.9315796
31.36000061,533.7696533
31.37000084,573.2301025
31.37999916,563.0411987
31.38999939,515.9783936
31.39999962,511.3178101
31.40999985,522.0363159
31.42000008,554.6155396
31.43000031,576.2329102
31.44000053,585.0042725
31.45000076,558.1239014
31.45999908,609.1295776
31.46999931,619.2023926
31.47999954,581.5085449
31.48999977,578.6595459
31.5,540.0216064
31.51000023,535.769043
31.52000046,575.0639038
31.53000069,552.2789307
31.54000092,583.2556152
31.54999924,610.263855
31.55999947,580.1568604
31.56999969,582.3181763
31.57999992,587.0827026
31.59000015,565.0374146
31.60000038,570.5379639
31.61000061,567.006958
31.62000084,588.6242676
31.62999916,582.2939453
31.63999939,577.1444092
31.64999962,640.62677
31.65999985,614.1946411
31.67000008,544.5235596
31.68000031,540.3770142
31.69000053,576.8449097
31.70000076,631.2491455
31.70999908,571.4768066
31.71999931,544.7194824
31.72999954,567.5460205
31.73999977,583.1817017
31.75,572.7718506
31.76000023,572.7340698
31.77000046,608.5609131
31.78000069,612.5
31.79000092,619.0614624
31.79999924,605.3605957
31.80999947,585.3228149
31.81999969,581.1611938
31.82999992,581.3338623
31.84000015,587.6577148
31.85000038,552.8373413
31.86000061,570.4714355
31.87000084,614.3917236
31.87999916,642.6085815
31.88999939,619.4326172
31.89999962,568.7988892
31.90999985,575.0877686
31.92000008,585.5333252
31.93000031,595.901123
31.94000053,557.7553711
31.95000076,535.6317749
31.95999908,522.6330566
31.96999931,504.2501221
31.97999954,556.4193726
31.98999977,574.9608154
32,633.2922974
32.00999832,639.7960205
32.02000046,535.5827637
32.02999878,578.5881348
32.04000092,639.7307739
32.04999924,631.171814
32.06000137,651.8659058
32.06999969,623.6739502
32.08000183,589.3780518
32.09000015,593.8881836
32.09999847,632.210144
32.11000061,642.6755981
32.11999893,632.4786377
32.13000107,688.7246704
32.13999939,734.7772217
32.15000153,695.9553833
32.15999985,631.3310547
32.16999817,637.1558228
32.18000031,659.7793579
32.18999863,696.8601685
32.20000076,730.744751
32.20999908,698.1663208
32.22000122,697.3348999
32.22999954,708.6869507
32.24000168,664.4622803
32.25,709.7269897
32.25999832,781.7607422
32.27000046,769.3876343
32.27999878,775.4993896
32.29000092,897.2636719
32.29999924,949.5782471
32.31000137,1032.927612
32.31999969,1160.255615
32.33000183,1174.003662
32.34000015,1298.411865
32.34999847,1350.968506
32.36000061,1283.062866
32.36999893,1306.808228
32.38000107,1362.444702
32.38999939,1499.779541
32.40000153,1537.354858
32.40999985,1482.280396
32.41999817,1523.256348
32.43000031,1503.473999
32.43999863,1407.448975
32.45000076,1459.383057
32.45999908,1440.262939
32.47000122,1322.291626
32.47999954,1261.708862
32.49000168,1192.422241
32.5,1158.658813
32.50999832,1094.602905
32.52000046,995.3110962
32.52999878,970.9248657
32.54000092,987.6990356
32.54999924,960.7453613
32.56000137,784.6744995
32.56999969,760.3711548
32.58000183,789.2018433
32.59000015,740.461731
32.59999847,707.7559204
32.61000061,670.9533081
32.61999893,642.8164063
32.63000107,671.2055664
32.63999939,670.0439453
32.65000153,599.2957153
32.65999985,570.5980835
32.66999817,585.7529297
32.68000031,623.4014282
32.68999863,656.5845947
32.70000076,607.6792603
32.70999908,600.6039429
32.72000122,628.4440918
32.72999954,616.1629028
32.74000168,586.5305786
32.75,584.2877197
32.75999832,601.8787842
32.77000046,625.1516724
32.77999878,637.5
32.79000092,627.3781128
32.79999924,604.0901489
32.81000137,606.7593384
32.81999969,595.7276611
32.83000183,544.1663818
32.84000015,553.3001709
32.84999847,554.2641602
32.86000061,595.2428589
32.86999893,674.4237061
32.88000107,628.5316162
32.88999939,591.9646606
32.90000153,578.0896606
32.90999985,581.1917725
32.91999817,543.7368774
32.93000031,525.6837769
32.93999863,552.6749878
32.95000076,583.333313
32.95999908,548.0942993
32.97000122,520.4083862
32.97999954,582.5841064
32.99000168,594.0527344
33,566.0881958
33.00999832,548.8731079
33.02000046,536.4766846
33.02999878,521.2999268
33.04000092,509.3631897
33.04999924,542.7200317
33.06000137,577.8422241
33.06999969,619.5410156
33.08000183,550.3345337
33.09000015,555.9671631
33.09999847,619.1212769
33.11000061,602.7654419
33.11999893,597.2146606
33.13000107,565.9307861
33.13999939,631.0056763
33.15000153,675.3527222
33.15999985,633.7854004
33.16999817,568.2798462
33.18000031,602.3676758
33.18999863,573.829895
33.20000076,565.3687134
33.20999908,614.2387695
33.22000122,601.4585571
33.22999954,534.8721924
33.24000168,538.4282837
33.25,581.3115845
33.25999832,552.2454224
33.27000046,651.446228
33.27999878,616.6949463
33.29000092,578.8659058
33.29999924,591.5754395
33.31000137,515.7994995
33.31999969,569.7991333
33.33000183,598.5838623
33.34000015,577.4891357
33.34999847,569.7880249
33.36000061,587.1717529
33.36999893,518.0841064
33.38000107,548.640686
33.38999939,587.5
33.40000153,593.0238037
33.40999985,594.5351563
33.41999817,580.4836426
33.43000031,558.885437
33.43999863,512.0795898
33.45000076,546.0316772
33.45999908,550.7796631
33.47000122,595.833313
33.47999954,610.5817261
33.49000168,620.2948608
33.5,582.9842529
33.50999832,607.9541016
33.52000046,594.6248169
33.52999878,533.1135864
33.54000092,542.9772949
33.54999924,554.9724121
33.56000137,571.0983276
33.56999969,557.3178711
33.58000183,575.5147705
33.59000015,631.3828735
33.59999847,596.8093262
33.61000061,570.833313
33.61999893,549.2367554
33.63000107,524.0418091
33.63999939,574.1253662
33.65000153,548.6917114
33.65999985,511.6655884
33.66999817,492.5285339
33.68000031,492.3629761
33.68999863,558.0369873
33.70000076,611.7460327
33.70999908,577.9478149
33.72000122,561.6027222
33.72999954,594.1071777
33.74000168,474.0637207
33.75,529.3699951
33.75999832,554.0338135
33.77000046,536.3986816
33.77999878,588.6939087
33.79000092,582.6820679
33.79999924,616.0394897
33.81000137,621.4755859
33.81999969,593.7836304
33.83000183,580.7755127
33.84000015,655.7571411
33.84999847,591.263855
33.86000061,522.7007446
33.86999893,534.9803467
33.88000107,583.333313
33.88999939,562.9116821
33.90000153,512.8513184
33.90999985,537.3691406
33.91999817,551.8030396
33.93000031,511.1439514
33.93999863,550.5415649
33.95000076,583.8345947
33.95999908,607.2340698
33.97000122,580.0932007
33.97999954,513.5892334
33.99000168,549.1919556
34,638.4292603
34.00999832,608.758728
34.02000046,574.5884399
34.02999878,620.2967529
34.04000092,542.6563721
34.04999924,527.0096436
34.06000137,536.6538696
34.06999969,617.7017212
34.08000183,590.6732178
34.09000015,545.7703247
34.09999847,582.1495972
34.11000061,595.1687622
34.11999893,529.166687
34.13000107,539.3029785
34.13999939,580.9192505
34.15000153,622.5354614
34.15999985,646.1785889
34.16999817,607.9182739
34.18000031,563.701416
34.18999863,564.9838257
34.20000076,585.3249512
34.20999908,552.0994263
34.22000122,606.777771
34.22999954,628.2034302
34.24000168,614.460144
34.25,576.307312
34.25999832,574.2512817
34.27000046,613.2024536
34.27999878,637.6975708
34.29000092,575.9960938
34.29999924,610.1891479
34.31000137,594.5181274
34.31999969,529.5159912
34.33000183,585.0404053
34.34000015,608.1253052
34.34999847,558.8893433
34.36000061,544.0380859
34.36999893,552.6738281
34.38000107,616.321106
34.38999939,632.5960693
34.40000153,590.3528442
34.40999985,614.921875
34.41999817,623.9454346
34.43000031,657.4645996
34.43999863,568.6202393
34.45000076,622.8206177
34.45999908,665.6123657
34.47000122,609.1315918
34.47999954,604.2037964
34.49000168,624.1880493
34.5,573.3141479
34.50999832,596.4836426
34.52000046,657.3515625
34.52999878,678.5703125
34.54000092,621.4981689
34.54999924,559.1456299
34.56000137,633.2706299
34.56999969,568.0410767
34.58000183,602.6781006
34.59000015,652.3444214
34.59999847,642.3129272
34.61000061,574.2223511
34.61999893,637.2114258
34.63000107,539.4640503
34.63999939,630.6340942
34.65000153,717.7002563
34.65999985,596.2008057
34.66999817,718.4284058
34.68000031,734.793457
34.68999863,677.4858398
34.70000076,639.8376465
34.70999908,601.7582397
34.72000122,653.5788574
34.72999954,663.0155029
34.74000168,622.8830566
34.75,620.9071655
34.75999832,665.9777222
34.77000046,686.7857666
34.77999878,717.8751831
34.79000092,781.376709
34.79999924,741.8963013
34.81000137,702.6809692
34.81999969,710.0147705
34.83000183,690.8431396
34.84000015,759.9333496
34.84999847,679.8166504
34.86000061,676.2388916
34.86999893,647.7382202
34.88000107,725.1160278
34.88999939,815.8461914
34.90000153,689.5745239
34.90999985,790.8761597
34.91999817,779.09375
34.93000031,868.9047852
34.93999863,833.9378052
34.95000076,833.9036255
34.95999908,798.8303833
34.97000122,731.9876099
34.97999954,834.9314575
34.99000168,891.7793579
35,868.388916
35.00999832,881.442688
35.02000046,905.984375
35.02999878,971.9511108
35.04000092,983.043396
35.04999924,1008.333313
35.06000137,1010.508057
35.06999969,1020.69104
35.08000183,1002.871216
35.09000015,1089.207886
35.09999847,1177.17627
35.11000061,1294.337891
35.11999893,1200.452881
35.13000107,1256.71106
35.13999939,1415.440308
35.15000153,1349.319824
35.15999985,1408.031372
35.16999817,1644.407959
35.18000031,1607.04834
35.18999863,1899.578369
35.20000076,2055.254395
35.20999908,2305.696289
35.22000122,2457.374023
35.22999954,2793.856201
35.24000168,2929.387695
35.25,3381.035156
35.25999832,3744.159424
35.27000046,4107.481934
35.27999878,4674.819824
35.29000092,5040.59375
35.29999924,5200.384277
35.31000137,6100.029297
35.31999969,6577.985352
35.33000183,7172.966309
35.34000015,7224.867676
35.34999847,7904.952148
35.36000061,8113.121582
35.36999893,8591.173828
35.38000107,9285.650391
35.38999939,9384.246094
35.40000153,9742.532227
35.40999985,9911.756836
35.41999817,10230.50098
35.43000031,10051.3457
35.43999863,10327.0166
35.45000076,10219.5957
35.45999908,9780.420898
35.47000122,9633.016602
35.47999954,9346.039063
35.49000168,8756.764648
35.5,7997.762695
35.50999832,7368.310059
35.52000046,7277.609375
35.52999878,6478.085938
35.54000092,5753.053223
35.54999924,5379.192383
35.56000137,4855.891113
35.56999969,4381.47998
35.58000183,3677.79834
35.59000015,3690.840576
35.59999847,3291.022705
35.61000061,2784.918945
35.61999893,2550.044189
35.63000107,2335.277832
35.63999939,1902.205688
35.65000153,1677.198242
35.65999985,1702.216187
35.66999817,1525.374878
35.68000031,1378.156372
35.68999863,1148.520142
35.70000076,1193.864014
35.70999908,1157.905884
35.72000122,1145.201172
35.72999954,1057.423584
35.74000168,1113.886841
35.75,970.1654663
35.75999832,872.1513672
35.77000046,903.8473511
35.77999878,984.1157837
35.79000092,911.1018066
35.79999924,970.6335449
35.81000137,869.5979614
35.81999969,940.8778687
35.83000183,913.352478
35.84000015,719.3231201
35.84999847,792.5216064
35.86000061,814.4683228
35.86999893,747.6184692
35.88000107,677.1626587
35.88999939,747.9094238
35.90000153,815.1452637
35.90999985,761.4925537
35.91999817,727.8847656
35.93000031,834.9562378
35.93999863,730.6269531
35.95000076,620.7869873
35.95999908,799.9297485
35.97000122,600.3255005
35.97999954,618.5736084
35.99000168,720.975708
36,726.7214355
36.00999832,575.8538818
36.02000046,633.7246094
36.02999878,663.2619629
36.04000092,724.4058838
36.04999924,671.0769653
36.06000137,695.3362427
36.06999969,637.7736816
36.08000183,675
36.09000015,675.3435669
36.09999847,745.7426758
36.11000061,720.7432251
36.11999893,683.3922729
36.13000107,733.3310547
36.13999939,566.8782349
36.15000153,591.6043091
36.15999985,691.2948608
36.16999817,758.0038452
36.18000031,750.0513916
36.18999863,745.8641357
36.20000076,721.0487671
36.20999908,778.5925903
36.22000122,680.2732544
36.22999954,782.0530396
36.24000168,824.4368286
36.25,755.2108154
36.25999832,868.9706421
36.27000046,891.3085327
36.27999878,813.9579468
36.29000092,759.3972778
36.29999924,742.0144653
36.31000137,806.8604736
36.31999969,804.263855
36.33000183,783.8446655
36.34000015,775.2147217
36.34999847,823.6502075
36.36000061,788.5582886
36.36999893,767.2801514
36.38000107,811.0941162
36.38999939,828.6350098
36.40000153,760.6798096
36.40999985,794.545105
36.41999817,775.7412109
36.43000031,815.1331177
36.43999863,660.3469238
36.45000076,678.1851807
36.45999908,751.130188
36.47000122,694.2737427
36.47999954,723.5686646
36.49000168,641.364624
36.5,649.4325562
36.50999832,638.0827637
36.52000046,546.2521973
36.52999878,620.9103394
36.54000092,668.527771
36.54999924,536.4669189
36.56000137,742.2958984
36.56999969,596.4978027
36.58000183,599.3098145
36.59000015,588.2055054
36.59999847,650.3219604
36.61000061,583.5840454
36.61999893,567.4182739
36.63000107,590.1328125
36.63999939,634.6315918
36.65000153,657.0039063
36.65999985,525.8807373
36.66999817,563.3532104
36.68000031,539.468689
36.68999863,572.4227295
36.70000076,543.9985352
36.70999908,561.0169678
36.72000122,562.5
36.72999954,512.3223267
36.74000168,677.9401245
36.75,580.0289307
36.75999832,616.9667969
36.77000046,628.5120239
36.77999878,629.166687
36.79000092,579.3885498
36.79999924,571.1760254
36.81000137,643.3911743
36.81999969,547.0298462
36.83000183,571.7772827
36.84000015,540.7688599
36.84999847,700.8283691
